Filename,# unique final preds,# useful preds,# preds w/ calls,# initial preds,# final preds,# initial full exprs unseq. s.e,additional partial-alias responses,additional must-not-alias responses,additional may-alias responses,additional must-alias responses,Benchmark,Increase in additional may-alias responses(%),Increase in additional must-alias responses(%),Increase in additional must-not-alias responses(%),Increase in additional partial-alias responses(%),Total AA Queries,Total AA Queries w/ Unseq
tree-ssa-loop-ivcanon.stats,2,0,0,345,4,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,35648.0,35648.0
auto-inc-dec.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
insn-peep.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
graphite-poly.stats,0,0,0,510,0,173,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
ipa-prop.stats,7,0,0,394,28,136,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,127639.0,127639.0
tree-ssa-loop-prefetch.stats,4,0,0,480,4,163,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,240500.0,240500.0
ipa-cp.stats,4,0,0,348,4,120,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,120069.0,120069.0
et-forest.stats,2,0,0,2,2,1,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,12367.0,12367.0
c-parser.stats,8,6,0,289,42,102,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,204323.0,204323.0
cpp_directives.stats,20,1,7,27,25,11,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,46742.0,46742.0
sched-ebb.stats,2,0,0,245,2,84,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,40579.0,40579.0
graphds.stats,9,0,0,72,9,28,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,12454.0,12454.0
tree-ssa-ter.stats,0,0,0,315,0,108,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,183408.0,183408.0
calls.stats,4,1,3,364,4,125,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,494763.0,494763.0
graphite.stats,0,0,0,510,0,173,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
stringpool.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1112.0,1112.0
ira-build.stats,23,4,2,279,44,97,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,506679.0,506679.0
physmem.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,118.0,118.0
intl.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,152.0,152.0
c-pch.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4921.0,4921.0
cfgbuild.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,152849.0,152849.0
loop-iv.stats,8,5,0,216,8,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,192161.0,192161.0
safe-ctype.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,118.0,118.0
ipa-pure-const.stats,3,0,0,406,4,139,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,53035.0,53035.0
xstrerror.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,6.0,6.0
expr.stats,3,1,0,363,3,125,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,899497.0,899497.0
tree-chrec.stats,0,0,0,345,0,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,38398.0,38398.0
tree-ssa-phiopt.stats,0,0,0,345,0,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,421793.0,421793.0
tree-ssa-ccp.stats,0,0,0,345,0,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,339590.0,339590.0
sdbout.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
cfg.stats,16,2,0,385,44,130,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,24648.0,24648.0
cfghooks.stats,4,0,0,347,6,119,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,51219.0,51219.0
tree-predcom.stats,20,3,0,510,52,173,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,728238.0,728238.0
regstat.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,62847.0,62847.0
tree-vect-slp.stats,17,1,0,542,52,185,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,139908.0,139908.0
haifa-sched.stats,14,0,0,268,40,91,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,629458.0,629458.0
genrtl.stats,0,0,0,15,0,5,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,2418.0,2418.0
tree-ssa-math-opts.stats,4,1,1,331,6,114,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,145660.0,145660.0
tree-ssa-threadupdate.stats,4,0,0,345,6,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,76857.0,76857.0
pointer-set.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1946.0,1946.0
insn-automata.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,113648.0,113648.0
tree-ssa-loop-manip.stats,2,1,0,345,2,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,100264.0,100264.0
sese.stats,8,0,0,525,8,178,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,92846.0,92846.0
final.stats,34,1,0,409,36,149,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,185289.0,185289.0
c-omp.stats,0,0,0,238,0,81,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,10577.0,10577.0
tree-parloops.stats,4,1,0,540,8,183,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,717834.0,717834.0
params.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,287.0,287.0
explow.stats,0,0,2,191,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,24347.0,24347.0
getpwd.stats,0,0,1,1,0,1,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,412.0,412.0
tree-scalar-evolution.stats,5,0,0,346,9,119,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,135403.0,135403.0
c-objc-common.stats,0,0,0,253,0,86,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,2429.0,2429.0
coverage.stats,4,0,1,258,21,90,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,73641.0,73641.0
simplify-rtx.stats,25,0,0,221,148,83,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1527802.0,1527802.0
rtlhooks.stats,0,0,0,157,0,53,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,382.0,382.0
tree-data-ref.stats,24,1,0,480,179,163,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,752106.0,752106.0
tree-stdarg.stats,7,2,0,315,11,108,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,111448.0,111448.0
gimplify.stats,17,2,3,366,27,129,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,5757096.0,5757096.0
mcf.stats,4,0,0,195,20,68,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,340195.0,340195.0
modulo-sched.stats,7,0,0,265,15,92,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,970027.0,970027.0
tree-optimize.stats,0,0,0,375,0,128,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4494.0,4494.0
c-format.stats,18,0,21,76,18,29,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,277137.0,277137.0
options.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,162430.0,162430.0
gimple-pretty-print.stats,1,0,0,331,1,114,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,375639.0,375639.0
main.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
tree-ssa-loop.stats,0,0,0,540,0,183,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,477.0,477.0
gtype-desc.stats,0,0,0,408,0,140,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1378305.0,1378305.0
decimal128.stats,9,0,0,14,9,14,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,20729.0,20729.0
getopt.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,115.0,115.0
c-dump.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,203.0,203.0
tree-nrv.stats,0,0,0,330,0,113,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,23837.0,23837.0
tree-cfg.stats,11,1,0,395,19,136,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1038688.0,1038688.0
tree-ssa-copyrename.stats,0,0,0,315,0,108,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,17600.0,17600.0
mini-gmp.stats,38,0,0,43,241,38,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,379344.0,379344.0
tree-vrp.stats,12,1,2,363,134,127,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,3758583.0,3758583.0
tree-iterator.stats,0,0,0,238,0,81,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,2919.0,2919.0
insn-opinit.stats,33,33,0,190,40,86,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,175674.0,175674.0
graphite-interchange.stats,0,0,0,510,0,173,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
ira-conflicts.stats,3,0,2,255,3,86,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,44132.0,44132.0
lambda-mat.stats,1,0,0,361,1,124,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,118647.0,118647.0
recog.stats,7,0,1,200,7,72,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,117130.0,117130.0
lists.stats,0,0,0,15,0,5,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1255.0,1255.0
splay-tree.stats,2,0,0,2,2,1,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4366.0,4366.0
combine-stack-adj.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,44810.0,44810.0
tree-ssanames.stats,6,2,0,315,8,108,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,5360.0,5360.0
c-pretty-print.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,53129.0,53129.0
regcprop.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,110845.0,110845.0
tree-ssa-dce.stats,12,3,0,345,17,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,539614.0,539614.0
postreload-gcse.stats,2,0,0,225,2,77,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,210929.0,210929.0
bid2dpd_dpd2bid.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,654.0,654.0
me.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,293243.0,293243.0
ira-costs.stats,7,3,3,262,7,90,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,145975.0,145975.0
ifcvt.stats,6,0,2,242,6,85,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,878037.0,878037.0
sreal.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,756.0,756.0
ipa.stats,8,1,0,301,11,104,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,36813.0,36813.0
cse.stats,19,2,2,242,23,87,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1567088.0,1567088.0
tree-ssa-uncprop.stats,5,1,0,345,17,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,69052.0,69052.0
tree-loop-distribution.stats,17,4,0,540,31,183,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,275878.0,275878.0
rtl.stats,1,0,0,16,1,6,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,12942.0,12942.0
gimple-iterator.stats,4,1,0,334,14,115,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,20536.0,20536.0
cppdefault.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,152.0,152.0
xmalloc.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,292.0,292.0
tree-tailcall.stats,4,2,0,360,8,123,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,181616.0,181616.0
tree-sra.stats,20,4,0,383,37,134,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,420971.0,420971.0
ipa-type-escape.stats,4,2,0,319,4,112,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,205783.0,205783.0
graphite-ppl.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
tree-nested.stats,0,0,2,332,0,115,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,238067.0,238067.0
lto-streamer.stats,5,0,1,362,7,125,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,9013.0,9013.0
tree-switch-conversion.stats,4,0,0,317,6,109,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,165746.0,165746.0
cgraphbuild.stats,0,0,0,315,0,108,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,9820.0,9820.0
statistics.stats,0,0,0,142,0,48,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,8438.0,8438.0
cfgloopanal.stats,0,0,0,208,0,71,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,15211.0,15211.0
graphite-blocking.stats,0,0,0,510,0,173,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
unlink-if-ordinary.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,129.0,129.0
emit-rtl.stats,40,0,0,233,139,88,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,440636.0,440636.0
lto-streamer-in.stats,9,0,0,406,15,139,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,471424.0,471424.0
tree-ssa-operands.stats,7,1,0,315,12,108,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,77404.0,77404.0
tree-ssa-address.stats,0,0,0,341,0,117,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,23386.0,23386.0
loop-invariant.stats,8,2,0,255,25,88,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,649711.0,649711.0
tree.stats,14,6,0,352,117,125,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,869265.0,869265.0
tree-vectorizer.stats,2,0,0,540,2,183,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4668.0,4668.0
crc32.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,160.0,160.0
c-aux-info.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,22591.0,22591.0
value-prof.stats,2,0,0,345,14,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,360637.0,360637.0
vec.stats,6,2,0,15,22,5,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,2016.0,2016.0
lambda-trans.stats,0,0,0,360,0,123,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,321.0,321.0
c-common.stats,12,1,1,347,29,120,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,9847982.0,9847982.0
tree-inline.stats,10,1,2,411,14,143,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,877259.0,877259.0
c-errors.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,218.0,218.0
getruntime.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,133.0,133.0
c-lex.stats,0,0,0,52,0,18,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,35416.0,35416.0
insn-emit.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,355039.0,355039.0
lto-section-out.stats,8,1,0,406,10,139,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,7953.0,7953.0
graphite-scop-detection.stats,0,0,0,525,0,178,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
ipa-struct-reorg.stats,18,2,0,363,53,125,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,776678.0,776678.0
gimple-low.stats,2,0,0,371,2,127,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,35757.0,35757.0
sparseset.stats,2,0,0,2,8,1,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,8275.0,8275.0
sbitmap.stats,145,0,0,338,518,95,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,78577.0,78577.0
lcm.stats,16,0,0,209,16,78,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,127140.0,127140.0
tree-ssa-copy.stats,0,0,0,345,0,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,92395.0,92395.0
stub-objc.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,172.0,172.0
tree-ssa-propagate.stats,5,1,0,345,7,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,62767.0,62767.0
host-ieee128.stats,0,0,0,4,0,4,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,124.0,124.0
tree-cfgcleanup.stats,6,1,0,378,6,131,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,95181.0,95181.0
incpath.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,92795.0,92795.0
insn-output.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,20643.0,20643.0
tree-ssa-phiprop.stats,2,1,1,331,2,114,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,91131.0,91131.0
jump.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,44608.0,44608.0
cgraph.stats,6,4,0,383,9,134,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,76814.0,76814.0
tree-eh.stats,5,2,1,362,15,125,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,797793.0,797793.0
sched-vis.stats,1,0,0,216,117,75,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,168460.0,168460.0
tree-into-ssa.stats,25,4,3,380,121,131,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,357755.0,357755.0
tree-ssa.stats,8,3,0,330,12,113,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,108079.0,108079.0
attribs.stats,0,0,0,52,0,18,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,40953.0,40953.0
insn-preds.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4373.0,4373.0
fopen_unlocked.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,125.0,125.0
tree-dfa.stats,4,2,0,330,8,113,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,27738.0,27738.0
reginfo.stats,4,2,0,197,4,68,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,48752.0,48752.0
stor-layout.stats,4,1,0,315,4,107,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,139232.0,139232.0
c-semantics.stats,0,0,0,283,0,96,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,851.0,851.0
builtins.stats,0,0,8,384,0,137,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,676910.0,676910.0
tree-vect-data-refs.stats,11,0,0,540,19,183,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,237934.0,237934.0
tree-ssa-loop-im.stats,10,0,0,435,18,148,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,379429.0,379429.0
bt-load.stats,5,0,0,228,8,80,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,357245.0,357245.0
