Filename,# unique final preds,# useful preds,# preds w/ calls,# initial preds,# final preds,# initial full exprs unseq. s.e,additional partial-alias responses,additional must-not-alias responses,additional may-alias responses,additional must-alias responses,Benchmark,Increase in additional may-alias responses(%),Increase in additional must-alias responses(%),Increase in additional must-not-alias responses(%),Increase in additional partial-alias responses(%),Total AA Queries,Total AA Queries w/ Unseq
getopt1.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,115.0,115.0
c-gimplify.stats,0,0,0,330,0,113,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1071.0,1071.0
tree-affine.stats,0,0,0,253,0,86,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,16019.0,16019.0
varasm.stats,29,0,1,271,39,103,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,173918.0,173918.0
targhooks.stats,0,0,0,159,0,54,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1131.0,1131.0
bitmap.stats,8,1,0,25,14,10,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,168773.0,168773.0
ipa-inline.stats,3,1,0,393,6,135,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,193064.0,193064.0
convert.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,52139.0,52139.0
tree-loop-linear.stats,4,0,0,480,4,163,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,28114.0,28114.0
rtlanal.stats,1,0,0,195,1,68,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,71817.0,71817.0
ira-color.stats,26,3,2,271,47,99,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,418875.0,418875.0
df-byte-scan.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1631.0,1631.0
ipa-reference.stats,3,1,0,376,4,129,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,135888.0,135888.0
cpp_errors.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,318.0,318.0
domwalk.stats,10,1,0,198,18,71,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,3420.0,3420.0
cfgexpand.stats,3,1,1,377,4,130,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1436417.0,1436417.0
graphite-dependences.stats,0,0,0,495,0,168,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
debug.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,151.0,151.0
tree-ssa-pre.stats,19,3,4,400,43,142,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,3021157.0,3021157.0
insn-attrtab.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4195406.0,4195406.0
lto-wpa-fixup.stats,3,0,0,376,6,129,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,4236.0,4236.0
c-lang.stats,0,0,0,238,0,81,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
df-core.stats,2,0,0,195,4,67,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,78775.0,78775.0
cpp_pch.stats,1,0,2,3,5,3,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,7435.0,7435.0
fixed-value.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,18214.0,18214.0
graphite-clast-to-gimple.stats,0,0,0,525,0,178,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
lower-subreg.stats,0,0,0,238,0,81,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,97713.0,97713.0
ira-emit.stats,5,0,2,270,7,90,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,269121.0,269121.0
tree-ssa-loop-ch.stats,3,0,0,346,3,119,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,18867.0,18867.0
c-opts.stats,1,0,1,240,2,83,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,49943.0,49943.0
decNumber.stats,0,0,0,4,0,4,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,759180.0,759180.0
tree-ssa-sccvn.stats,22,4,4,386,49,134,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1188731.0,1188731.0
cpp_expr.stats,5,2,0,6,6,6,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,58345.0,58345.0
passes.stats,2,0,0,435,2,148,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,668523.0,668523.0
lto-streamer-out.stats,2,0,0,405,2,138,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,287497.0,287497.0
tree-vect-loop-manip.stats,4,1,0,551,4,187,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,206371.0,206371.0
reload1.stats,33,7,3,308,83,98,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,2379593.0,2379593.0
lbasename.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,136.0,136.0
tree-complex.stats,0,0,0,345,0,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,411106.0,411106.0
reorg.stats,0,0,0,223,0,76,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,148.0,148.0
xexit.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,126.0,126.0
stack-ptr-mod.stats,0,0,0,193,0,66,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1491.0,1491.0
c-cppbuiltin.stats,8,0,0,135,16,51,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,114039.0,114039.0
reload.stats,12,6,9,214,20,78,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,1099843.0,1099843.0
double-int.stats,0,0,0,37,0,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,894.0,894.0
dbgcnt.stats,0,0,0,15,0,5,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,705.0,705.0
bb-reorder.stats,2,0,0,195,2,67,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,330657.0,330657.0
vmsdbgout.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,146.0,146.0
decimal32.stats,8,0,0,13,8,13,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,3942.0,3942.0
tree-ssa-sink.stats,0,0,0,345,0,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,44606.0,44606.0
lto-cgraph.stats,3,0,0,406,16,139,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,65174.0,65174.0
predict.stats,2,0,0,375,2,128,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,185159.0,185159.0
tree-phinodes.stats,5,1,0,330,14,113,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,11663.0,11663.0
cfgloopmanip.stats,11,0,0,348,29,120,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,132319.0,132319.0
langhooks.stats,0,0,0,313,0,106,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,5344.0,5344.0
hex.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,6.0,6.0
tree-ssa-threadedge.stats,7,1,0,347,18,120,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,106350.0,106350.0
df-problems.stats,3,0,0,226,4,79,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,284752.0,284752.0
spec_qsort.stats,9,0,0,9,72,6,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,808356.0,808356.0
alias.stats,2,0,0,345,12,118,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,123116.0,123116.0
varpool.stats,1,1,0,316,1,109,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,6356.0,6356.0
mode-switching.stats,1,0,0,194,4,67,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,159906.0,159906.0
cgraphunit.stats,5,1,0,366,25,127,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,99918.0,99918.0
ggc-page.stats,7,0,0,352,13,121,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,32498.0,32498.0
hooks.stats,0,0,0,0,0,0,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,166.0,166.0
poll.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,528.0,528.0
specrand.stats,1,0,0,1,1,1,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,257.0,257.0
doop.stats,149,0,0,169,258,42,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,217247.0,217247.0
caretx.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,45.0,45.0
via.stats,6,0,0,23,6,18,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,25282.0,25282.0
dump.stats,5,0,0,27,5,23,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,601754.0,601754.0
perlmain.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,3006.0,3006.0
reentr.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,0.0,0.0
globals.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,0.0,0.0
stdio.stats,0,0,0,0,0,0,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,6.0,6.0
perlapi.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,0.0,0.0
perly.stats,9,0,0,28,9,24,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,1253693.0,1253693.0
numeric.stats,4,0,0,23,5,19,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,6999.0,6999.0
taint.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,14443.0,14443.0
locale.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,78.0,78.0
deb.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,37.0,37.0
specrand.stats,1,0,0,1,1,1,0,0,0,0,999.specrand_ir,0.0,0.0,0.0,0.0,257.0,257.0
keywords.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,485605.0,485605.0
scalar.stats,0,0,0,17,0,14,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,5105.0,5105.0
run.stats,0,0,0,19,0,15,0,0,0,0,500.perlbench_r,0.0,0.0,0.0,0.0,45.0,45.0
readmin.stats,6,3,4,14,6,11,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,8646.0,8646.0
mcfutil.stats,6,0,0,10,6,7,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,2686.0,2686.0
spec_qsort.stats,9,0,0,9,72,6,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,808356.0,808356.0
treeup.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,2080.0,2080.0
pstart.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,861.0,861.0
mcf.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,309.0,309.0
implicit.stats,5,1,0,9,6,6,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,27658.0,27658.0
pflowup.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,78.0,78.0
pbla.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,595.0,595.0
pbeampp.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,7834.0,7834.0
output.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,676.0,676.0
main.stats,0,0,0,0,0,0,0,0,0,0,999.specrand_ir,0.0,0.0,0.0,0.0,60.0,60.0
block_decoder.stats,2,1,0,6,8,5,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,2277.0,2277.0
decoder_test.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,1830.0,1830.0
filter_flags_decoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,36.0,36.0
store-motion.stats,1,0,0,224,1,77,0,0,0,0,502.gcc_r,0.0,0.0,0.0,0.0,346826.0,346826.0
lz_encoder_mf.stats,4,1,0,8,30,7,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,27109.0,27109.0
coder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,1164.0,1164.0
filter_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,881.0,881.0
lz_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,4934.0,4934.0
crc64_table.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
easy_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,6.0,6.0
arm.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,57.0,57.0
hardware_physmem.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
stream_flags_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,191.0,191.0
check.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,33.0,33.0
lz_decoder.stats,0,0,0,8,0,5,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,3820.0,3820.0
tuklib_open_stdxxx.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
powerpc.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,57.0,57.0
block_buffer_decoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,78.0,78.0
message.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,2134.0,2134.0
vli_size.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
tuklib_exit.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
simple_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,18.0,18.0
easy_buffer_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,21.0,21.0
crc64_fast.stats,4,0,0,8,8,6,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,351.0,351.0
lzma_encoder_optimum_fast.stats,0,0,0,12,0,7,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,7021.0,7021.0
block_encoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,1855.0,1855.0
tuklib_progname.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
lzma2_encoder.stats,7,1,0,11,7,10,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,1643.0,1643.0
delta_common.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,285.0,285.0
tuklib_cpucores.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,0.0,0.0
stream_decoder.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,2877.0,2877.0
ia64.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,715.0,715.0
armthumb.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,57.0,57.0
psimplex.stats,0,0,0,4,0,4,0,0,0,0,505.mcf_r,0.0,0.0,0.0,0.0,5345.0,5345.0
intra4x4_pred_normal.stats,78,0,0,82,84,66,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,244650.0,244650.0
lzma_encoder_presets.stats,0,0,0,4,0,4,0,0,0,0,557.xz_r,0.0,0.0,0.0,0.0,351.0,351.0
mvpred.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,150263.0,150263.0
loop_filter_mbaff.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,26979.0,26979.0
memalloc.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,53349.0,53349.0
intra4x4_pred.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,6.0,6.0
rectangle.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,335.0,335.0
config_common.stats,5,0,0,9,5,9,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,2764.0,2764.0
mdate.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,0.0,0.0
mc_direct.stats,1,0,0,5,1,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,66874.0,66874.0
intra16x16_pred_normal.stats,17,0,4,21,368,19,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,116403.0,116403.0
vlc.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,55.0,55.0
mc.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,74191.0,74191.0
loopFilter.stats,1,1,0,5,1,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,14014.0,14014.0
intra8x8_pred.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,66.0,66.0
flv_bytestream.stats,1,0,0,7,1,6,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,1545.0,1545.0
sei.stats,4,0,0,8,4,8,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,20171.0,20171.0
deblock.stats,6,1,0,12,24,7,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,65523.0,65523.0
macroblock.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,526742.0,526742.0
output.stats,4,0,0,9,36,6,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,91401.0,91401.0
lookahead.stats,2,1,3,11,2,6,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,4948.0,4948.0
mb_prediction.stats,1,0,0,5,5,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,104404.0,104404.0
intra4x4_pred_mbaff.stats,43,0,0,47,43,47,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,370230.0,370230.0
intra16x16_pred_mbaff.stats,4,0,0,8,16,8,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,435711.0,435711.0
blk_prediction.stats,16,0,5,20,30,6,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,2839.0,2839.0
errorconcealment.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,405.0,405.0
configfile.stats,6,0,0,10,6,9,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,3831.0,3831.0
set.stats,4,2,2,10,4,7,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,2080172.0,2080172.0
mb_access.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,8843.0,8843.0
nalu.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,868.0,868.0
transform8x8.stats,52,0,35,56,52,14,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,5151.0,5151.0
cabac.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,256915.0,256915.0
intra16x16_pred.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,6.0,6.0
erc_api.stats,1,0,0,5,5,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,3867.0,3867.0
dct.stats,0,0,0,6,0,5,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,95587.0,95587.0
intra_chroma_pred.stats,19,3,0,23,437,13,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,818218.0,818218.0
y4m.stats,2,0,4,12,2,9,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,3192.0,3192.0
leaky_bucket.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,0.0,0.0
erc_do_i.stats,0,0,0,4,0,4,0,0,0,0,525.x264_r,0.0,0.0,0.0,0.0,1527.0,1527.0
